depth,trial,alg,N,U,found,cost,deltaS_mean,deltaD,optCost
4,0,BFS,222,31,1,183.00,1.000000,1.000000,122.00
4,0,Dijkstra,222,31,1,122.00,0.961608,0.614014,122.00
4,0,A*,221,31,1,122.00,0.983169,0.614014,122.00
4,0,WA*(1.5),218,31,1,122.00,0.986370,0.724418,122.00
4,0,WA*(2.0),202,31,1,122.00,0.989135,0.793727,122.00
4,0,GBFS,32,31,1,183.00,1.000000,0.128691,122.00
4,0,BiDijkstra,141,31,1,118.00,0.938227,0.712430,122.00
4,0,RBFS,54956,31,1,122.00,0.854801,0.614014,122.00
4,0,IDA*,10000018,0,0,NA,0.988455,1.000000,122.00
4,0,AlphaBeta,176,5,1,NA,0.869795,1.000000,122.00
4,0,NoisyPrune(p=0.3),219,31,1,148.00,0.990856,0.620014,122.00
4,0,NoisyPrune(p=0.6),208,31,1,159.00,0.985818,0.577409,122.00
4,1,BFS,218,31,1,167.00,1.000000,1.000000,102.00
4,1,Dijkstra,213,31,1,102.00,0.947703,0.628569,102.00
4,1,A*,209,31,1,102.00,0.974845,0.628569,102.00
4,1,WA*(1.5),199,31,1,102.00,0.979411,0.737057,102.00
4,1,WA*(2.0),191,31,1,102.00,0.981827,0.785750,102.00
4,1,GBFS,32,31,1,167.00,1.000000,0.133177,102.00
4,1,BiDijkstra,148,31,1,100.00,0.929973,0.799284,102.00
4,1,RBFS,38167,31,1,102.00,0.842634,0.628569,102.00
4,1,IDA*,10000022,0,0,NA,0.986397,1.000000,102.00
4,1,AlphaBeta,159,5,1,NA,0.785051,1.000000,102.00
4,1,NoisyPrune(p=0.3),198,31,1,111.00,0.990227,0.548454,102.00
4,1,NoisyPrune(p=0.6),185,0,0,NA,0.980850,1.000000,102.00
4,2,BFS,228,31,1,162.00,1.000000,1.000000,133.00
4,2,Dijkstra,228,31,1,133.00,0.968684,0.567041,133.00
4,2,A*,228,31,1,133.00,0.983673,0.567041,133.00
4,2,WA*(1.5),228,31,1,133.00,0.987793,0.677169,133.00
4,2,WA*(2.0),228,31,1,133.00,0.989517,0.766557,133.00
4,2,GBFS,35,35,1,176.00,1.000000,0.191374,133.00
4,2,BiDijkstra,172,31,1,124.00,0.951481,0.722584,133.00
4,2,RBFS,83047,31,1,133.00,0.839336,0.567041,133.00
4,2,IDA*,10000018,0,0,NA,0.987416,1.000000,133.00
4,2,AlphaBeta,209,5,1,NA,0.805652,1.000000,133.00
4,2,NoisyPrune(p=0.3),222,31,1,142.00,0.991476,0.587820,133.00
4,2,NoisyPrune(p=0.6),212,37,1,207.00,0.987919,0.399839,133.00
4,3,BFS,227,31,1,151.00,1.000000,1.000000,111.00
4,3,Dijkstra,223,31,1,111.00,0.968821,0.676861,111.00
4,3,A*,219,31,1,111.00,0.985551,0.676861,111.00
4,3,WA*(1.5),211,31,1,111.00,0.988174,0.786453,111.00
4,3,WA*(2.0),193,31,1,111.00,0.990548,0.858851,111.00
4,3,GBFS,37,35,1,191.00,0.986508,0.251642,111.00
4,3,BiDijkstra,162,31,1,113.00,0.954779,0.769552,111.00
4,3,RBFS,35015,31,1,111.00,0.851972,0.676861,111.00
4,3,IDA*,4719791,31,1,111.00,0.990508,0.676861,111.00
4,3,AlphaBeta,240,5,1,NA,0.830114,1.000000,111.00
4,3,NoisyPrune(p=0.3),223,33,1,140.00,0.992012,0.556476,111.00
4,3,NoisyPrune(p=0.6),209,35,1,198.00,0.986438,0.383084,111.00
4,4,BFS,227,31,1,171.00,1.000000,1.000000,116.00
4,4,Dijkstra,225,31,1,116.00,0.966629,0.690673,116.00
4,4,A*,224,31,1,116.00,0.982832,0.690673,116.00
4,4,WA*(1.5),222,31,1,116.00,0.986975,0.782411,116.00
4,4,WA*(2.0),217,31,1,116.00,0.987619,0.837278,116.00
4,4,GBFS,38,35,1,182.00,0.992063,0.207011,116.00
4,4,BiDijkstra,162,31,1,111.00,0.960025,0.853494,116.00
4,4,RBFS,44288,31,1,116.00,0.864313,0.686335,116.00
4,4,IDA*,4545540,31,1,116.00,0.989794,0.690673,116.00
4,4,AlphaBeta,242,5,1,NA,0.821142,1.000000,116.00
4,4,NoisyPrune(p=0.3),220,33,1,145.00,0.993094,0.588303,116.00
4,4,NoisyPrune(p=0.6),6,0,0,NA,0.957098,1.000000,116.00
4,5,BFS,221,31,1,152.00,1.000000,1.000000,117.00
4,5,Dijkstra,210,31,1,117.00,0.972957,0.634023,117.00
4,5,A*,204,31,1,117.00,0.986644,0.657789,117.00
4,5,WA*(1.5),201,31,1,117.00,0.989982,0.712143,117.00
4,5,WA*(2.0),194,31,1,117.00,0.992233,0.793092,117.00
4,5,GBFS,38,33,1,155.00,1.000000,0.262181,117.00
4,5,BiDijkstra,158,31,1,118.00,0.963740,0.778630,117.00
4,5,RBFS,36144,31,1,117.00,0.854706,0.657789,117.00
4,5,IDA*,10000016,0,0,NA,0.988143,1.000000,117.00
4,5,AlphaBeta,165,5,1,NA,0.842724,1.000000,117.00
4,5,NoisyPrune(p=0.3),211,31,1,149.00,0.990566,0.550045,117.00
4,5,NoisyPrune(p=0.6),203,0,0,NA,0.986679,1.000000,117.00
4,6,BFS,234,31,1,159.00,1.000000,1.000000,122.00
4,6,Dijkstra,234,31,1,122.00,0.966389,0.710065,122.00
4,6,A*,234,31,1,122.00,0.982727,0.682431,122.00
4,6,WA*(1.5),233,31,1,122.00,0.985768,0.786948,122.00
4,6,WA*(2.0),229,31,1,122.00,0.987670,0.835451,122.00
4,6,GBFS,31,31,1,159.00,1.000000,0.251238,122.00
4,6,BiDijkstra,163,31,1,118.00,0.956779,0.813137,122.00
4,6,RBFS,69480,31,1,122.00,0.854082,0.682431,122.00
4,6,IDA*,10000022,0,0,NA,0.989280,1.000000,122.00
4,6,AlphaBeta,152,5,1,NA,0.797272,1.000000,122.00
4,6,NoisyPrune(p=0.3),231,31,1,143.00,0.992837,0.637484,122.00
4,6,NoisyPrune(p=0.6),215,33,1,190.00,0.986440,0.406588,122.00
4,7,BFS,220,31,1,199.00,1.000000,1.000000,128.00
4,7,Dijkstra,220,31,1,128.00,0.966734,0.705756,128.00
4,7,A*,220,31,1,128.00,0.983376,0.705756,128.00
4,7,WA*(1.5),220,31,1,128.00,0.985983,0.803626,128.00
4,7,WA*(2.0),219,31,1,128.00,0.988821,0.866737,128.00
4,7,GBFS,33,33,1,214.00,1.000000,0.322648,128.00
4,7,BiDijkstra,158,31,1,125.00,0.953488,0.953276,128.00
4,7,RBFS,66080,31,1,128.00,0.850166,0.705756,128.00
4,7,IDA*,10000020,0,0,NA,0.988590,1.000000,128.00
4,7,AlphaBeta,174,5,1,NA,0.699073,1.000000,128.00
4,7,NoisyPrune(p=0.3),208,31,1,136.00,0.991227,0.643069,128.00
4,7,NoisyPrune(p=0.6),186,0,0,NA,0.987028,1.000000,128.00
4,8,BFS,221,31,1,181.00,1.000000,1.000000,100.00
4,8,Dijkstra,221,31,1,100.00,0.944150,0.616340,100.00
4,8,A*,220,31,1,100.00,0.977957,0.616340,100.00
4,8,WA*(1.5),212,31,1,100.00,0.983058,0.724626,100.00
4,8,WA*(2.0),190,31,1,100.00,0.984786,0.795846,100.00
4,8,GBFS,39,37,1,199.00,0.991981,0.071586,100.00
4,8,BiDijkstra,138,31,1,97.00,0.893512,0.736465,100.00
4,8,RBFS,31486,31,1,100.00,0.837148,0.616340,100.00
4,8,IDA*,6621684,31,1,100.00,0.987480,0.616340,100.00
4,8,AlphaBeta,262,5,1,NA,0.866814,1.000000,100.00
4,8,NoisyPrune(p=0.3),216,0,0,NA,0.990093,1.000000,100.00
4,8,NoisyPrune(p=0.6),213,33,1,170.00,0.985953,0.435923,100.00
4,9,BFS,207,31,1,170.00,1.000000,1.000000,124.00
4,9,Dijkstra,201,31,1,124.00,0.974702,0.747961,124.00
4,9,A*,188,31,1,124.00,0.985695,0.747961,124.00
4,9,WA*(1.5),176,31,1,124.00,0.989192,0.816593,124.00
4,9,WA*(2.0),154,31,1,124.00,0.991307,0.862593,124.00
4,9,GBFS,34,31,1,170.00,1.000000,0.401988,124.00
4,9,BiDijkstra,140,31,1,125.00,0.964868,0.863137,124.00
4,9,RBFS,33950,31,1,124.00,0.861659,0.747961,124.00
4,9,IDA*,4384698,31,1,124.00,0.989867,0.747961,124.00
4,9,AlphaBeta,225,5,1,NA,0.777775,1.000000,124.00
4,9,NoisyPrune(p=0.3),187,31,1,152.00,0.992673,0.712857,124.00
4,9,NoisyPrune(p=0.6),52,0,0,NA,0.974278,1.000000,124.00
4,10,BFS,218,31,1,157.00,1.000000,1.000000,111.00
4,10,Dijkstra,218,31,1,111.00,0.965075,0.673881,111.00
4,10,A*,218,31,1,111.00,0.984360,0.673881,111.00
4,10,WA*(1.5),218,31,1,111.00,0.988708,0.754421,111.00
4,10,WA*(2.0),217,31,1,111.00,0.990439,0.809693,111.00
4,10,GBFS,41,37,1,192.00,0.990417,0.183025,111.00
4,10,BiDijkstra,141,31,1,103.00,0.951862,0.802677,111.00
4,10,RBFS,34795,31,1,111.00,0.863303,0.673881,111.00
4,10,IDA*,10000032,0,0,NA,0.991318,1.000000,111.00
4,10,AlphaBeta,127,5,1,NA,0.665118,1.000000,111.00
4,10,NoisyPrune(p=0.3),195,35,1,150.00,0.992932,0.505279,111.00
4,10,NoisyPrune(p=0.6),203,0,0,NA,0.990063,1.000000,111.00
4,11,BFS,222,31,1,177.00,1.000000,1.000000,141.00
4,11,Dijkstra,222,31,1,141.00,0.971834,0.638691,141.00
4,11,A*,221,31,1,141.00,0.983689,0.650742,141.00
4,11,WA*(1.5),214,31,1,141.00,0.985923,0.761754,141.00
4,11,WA*(2.0),199,31,1,141.00,0.987796,0.809003,141.00
4,11,GBFS,33,31,1,177.00,1.000000,0.311416,141.00
4,11,BiDijkstra,167,31,1,135.00,0.947024,0.745378,141.00
4,11,RBFS,39537,31,1,141.00,0.869591,0.638691,141.00
4,11,IDA*,9151061,31,1,141.00,0.989676,0.638691,141.00
4,11,AlphaBeta,205,5,1,NA,0.804212,1.000000,141.00
4,11,NoisyPrune(p=0.3),218,31,1,149.00,0.993540,0.573639,141.00
4,11,NoisyPrune(p=0.6),210,0,0,NA,0.986946,1.000000,141.00
4,12,BFS,226,31,1,135.00,1.000000,1.000000,108.00
4,12,Dijkstra,222,31,1,108.00,0.963259,0.738855,108.00
4,12,A*,212,31,1,108.00,0.982336,0.721470,108.00
4,12,WA*(1.5),197,31,1,108.00,0.987144,0.799427,108.00
4,12,WA*(2.0),170,31,1,108.00,0.989475,0.853222,108.00
4,12,GBFS,35,33,1,162.00,1.000000,0.197487,108.00
4,12,BiDijkstra,166,31,1,107.00,0.932443,0.798294,108.00
4,12,RBFS,24374,31,1,108.00,0.853599,0.721470,108.00
4,12,IDA*,3625309,31,1,108.00,0.989022,0.721470,108.00
4,12,AlphaBeta,193,5,1,NA,0.781972,1.000000,108.00
4,12,NoisyPrune(p=0.3),206,31,1,128.00,0.989981,0.568081,108.00
4,12,NoisyPrune(p=0.6),202,31,1,149.00,0.982419,0.543602,108.00
4,13,BFS,222,31,1,148.00,1.000000,1.000000,136.00
4,13,Dijkstra,222,31,1,136.00,0.963532,0.637920,136.00
4,13,A*,222,31,1,136.00,0.984393,0.637920,136.00
4,13,WA*(1.5),221,31,1,136.00,0.988497,0.736390,136.00
4,13,WA*(2.0),221,31,1,136.00,0.991501,0.798317,136.00
4,13,GBFS,37,35,1,158.00,0.982313,0.231235,136.00
4,13,BiDijkstra,186,31,1,136.00,0.948865,0.736004,136.00
4,13,RBFS,69463,31,1,136.00,0.834915,0.637920,136.00
4,13,IDA*,10000015,0,0,NA,0.988153,1.000000,136.00
4,13,AlphaBeta,218,5,1,NA,0.864163,1.000000,136.00
4,13,NoisyPrune(p=0.3),220,31,1,146.00,0.992686,0.592932,136.00
4,13,NoisyPrune(p=0.6),198,0,0,NA,0.986051,1.000000,136.00
4,14,BFS,219,31,1,163.00,1.000000,1.000000,122.00
4,14,Dijkstra,217,33,1,122.00,0.970978,0.752771,122.00
4,14,A*,216,33,1,122.00,0.985452,0.752771,122.00
4,14,WA*(1.5),215,33,1,122.00,0.989346,0.835814,122.00
4,14,WA*(2.0),207,33,1,122.00,0.990806,0.881211,122.00
4,14,GBFS,51,35,1,178.00,0.980485,0.307170,122.00
4,14,BiDijkstra,154,33,1,128.00,0.960980,0.834778,122.00
4,14,RBFS,42048,33,1,122.00,0.854003,0.752771,122.00
4,14,IDA*,10000026,0,0,NA,0.989354,1.000000,122.00
4,14,AlphaBeta,166,5,1,NA,0.671113,1.000000,122.00
4,14,NoisyPrune(p=0.3),212,0,0,NA,0.993062,1.000000,122.00
4,14,NoisyPrune(p=0.6),212,0,0,NA,0.987825,1.000000,122.00
4,15,BFS,224,31,1,183.00,1.000000,1.000000,116.00
4,15,Dijkstra,224,31,1,116.00,0.960004,0.701024,116.00
4,15,A*,223,31,1,116.00,0.981097,0.701024,116.00
4,15,WA*(1.5),223,31,1,116.00,0.983395,0.791605,116.00
4,15,WA*(2.0),221,31,1,116.00,0.985814,0.865313,116.00
4,15,GBFS,38,37,1,193.00,0.990581,0.155792,116.00
4,15,BiDijkstra,143,31,1,111.00,0.939879,0.833715,116.00
4,15,RBFS,58761,31,1,116.00,0.853367,0.701024,116.00
4,15,IDA*,10000030,0,0,NA,0.989085,1.000000,116.00
4,15,AlphaBeta,183,5,1,NA,0.910238,1.000000,116.00
4,15,NoisyPrune(p=0.3),214,31,1,125.00,0.993256,0.643153,116.00
4,15,NoisyPrune(p=0.6),182,0,0,NA,0.981927,1.000000,116.00
4,16,BFS,216,31,1,175.00,1.000000,1.000000,111.00
4,16,Dijkstra,216,33,1,111.00,0.959688,0.662658,111.00
4,16,A*,216,33,1,111.00,0.983148,0.689165,111.00
4,16,WA*(1.5),212,33,1,111.00,0.986341,0.810184,111.00
4,16,WA*(2.0),201,33,1,111.00,0.988984,0.895141,111.00
4,16,GBFS,42,39,1,209.00,0.983333,0.081171,111.00
4,16,BiDijkstra,170,33,1,105.00,0.933324,0.760401,111.00
4,16,RBFS,49825,33,1,111.00,0.849919,0.689165,111.00
4,16,IDA*,10000018,0,0,NA,0.987534,1.000000,111.00
4,16,AlphaBeta,216,5,1,NA,0.879108,1.000000,111.00
4,16,NoisyPrune(p=0.3),198,33,1,120.00,0.989075,0.591671,111.00
4,16,NoisyPrune(p=0.6),3,0,0,NA,0.917816,1.000000,111.00
4,17,BFS,227,31,1,170.00,1.000000,1.000000,129.00
4,17,Dijkstra,226,31,1,129.00,0.971096,0.805564,129.00
4,17,A*,226,31,1,129.00,0.983783,0.805564,129.00
4,17,WA*(1.5),225,31,1,129.00,0.987061,0.910446,129.00
4,17,WA*(2.0),225,31,1,129.00,0.989208,0.957929,129.00
4,17,GBFS,36,35,1,198.00,1.000000,0.222605,129.00
4,17,BiDijkstra,166,31,1,124.00,0.959292,0.897704,129.00
4,17,RBFS,59937,31,1,129.00,0.867532,0.805564,129.00
4,17,IDA*,10000028,0,0,NA,0.990562,1.000000,129.00
4,17,AlphaBeta,216,5,1,NA,0.887236,1.000000,129.00
4,17,NoisyPrune(p=0.3),215,31,1,138.00,0.992205,0.731313,129.00
4,17,NoisyPrune(p=0.6),204,31,1,164.00,0.987352,0.553493,129.00
4,18,BFS,222,31,1,144.00,1.000000,1.000000,110.00
4,18,Dijkstra,222,31,1,110.00,0.962684,0.624806,110.00
4,18,A*,221,31,1,110.00,0.983602,0.624806,110.00
4,18,WA*(1.5),221,31,1,110.00,0.987401,0.711295,110.00
4,18,WA*(2.0),213,31,1,110.00,0.988851,0.764803,110.00
4,18,GBFS,35,33,1,171.00,1.000000,0.176678,110.00
4,18,BiDijkstra,165,31,1,108.00,0.950210,0.720038,110.00
4,18,RBFS,39016,31,1,110.00,0.853585,0.624806,110.00
4,18,IDA*,10000013,0,0,NA,0.987141,1.000000,110.00
4,18,AlphaBeta,214,5,1,NA,0.912633,1.000000,110.00
4,18,NoisyPrune(p=0.3),210,31,1,133.00,0.990876,0.595916,110.00
4,18,NoisyPrune(p=0.6),177,31,1,142.00,0.984966,0.534710,110.00
4,19,BFS,223,31,1,190.00,1.000000,1.000000,125.00
4,19,Dijkstra,223,31,1,125.00,0.964300,0.699227,125.00
4,19,A*,222,31,1,125.00,0.981900,0.699227,125.00
4,19,WA*(1.5),217,31,1,125.00,0.985689,0.814488,125.00
4,19,WA*(2.0),209,31,1,125.00,0.986631,0.878830,125.00
4,19,GBFS,35,35,1,205.00,1.000000,0.092158,125.00
4,19,BiDijkstra,118,31,1,120.00,0.942708,0.806932,125.00
4,19,RBFS,27413,31,1,125.00,0.885076,0.699227,125.00
4,19,IDA*,9801554,31,1,125.00,0.989039,0.699227,125.00
4,19,AlphaBeta,232,5,1,NA,0.804747,1.000000,125.00
4,19,NoisyPrune(p=0.3),222,0,0,NA,0.993089,1.000000,125.00
4,19,NoisyPrune(p=0.6),10,0,0,NA,0.948421,1.000000,125.00
4,20,BFS,229,31,1,185.00,1.000000,1.000000,114.00
4,20,Dijkstra,228,31,1,114.00,0.960306,0.597139,114.00
4,20,A*,218,31,1,114.00,0.980553,0.597139,114.00
4,20,WA*(1.5),213,31,1,114.00,0.984692,0.717058,114.00
4,20,WA*(2.0),200,31,1,114.00,0.987172,0.802768,114.00
4,20,GBFS,36,33,1,191.00,1.000000,0.192272,114.00
4,20,BiDijkstra,162,31,1,111.00,0.935006,0.698241,114.00
4,20,RBFS,49423,31,1,114.00,0.856302,0.640008,114.00
4,20,IDA*,10000014,0,0,NA,0.988152,1.000000,114.00
4,20,AlphaBeta,230,5,1,NA,0.888145,1.000000,114.00
4,20,NoisyPrune(p=0.3),227,31,1,150.00,0.991432,0.548468,114.00
4,20,NoisyPrune(p=0.6),219,35,1,218.00,0.987657,0.266016,114.00
4,21,BFS,219,31,1,158.00,1.000000,1.000000,113.00
4,21,Dijkstra,217,31,1,113.00,0.964495,0.687102,113.00
4,21,A*,207,31,1,113.00,0.983856,0.687102,113.00
4,21,WA*(1.5),196,31,1,113.00,0.987708,0.797366,113.00
4,21,WA*(2.0),171,31,1,113.00,0.990337,0.880429,113.00
4,21,GBFS,38,35,1,186.00,1.000000,0.121208,113.00
4,21,BiDijkstra,131,31,1,110.00,0.942817,0.730025,113.00
4,21,RBFS,34988,31,1,113.00,0.860589,0.687102,113.00
4,21,IDA*,4178525,31,1,113.00,0.988322,0.687102,113.00
4,21,AlphaBeta,118,5,1,NA,0.761655,1.000000,113.00
4,21,NoisyPrune(p=0.3),206,33,1,140.00,0.990371,0.500745,113.00
4,21,NoisyPrune(p=0.6),179,35,1,175.00,0.984537,0.432616,113.00
4,22,BFS,230,31,1,181.00,1.000000,1.000000,112.00
4,22,Dijkstra,223,31,1,112.00,0.965286,0.702446,112.00
4,22,A*,219,31,1,112.00,0.982094,0.702446,112.00
4,22,WA*(1.5),211,31,1,112.00,0.986444,0.782866,112.00
4,22,WA*(2.0),192,31,1,112.00,0.989372,0.829980,112.00
4,22,GBFS,33,33,1,185.00,1.000000,0.279372,112.00
4,22,BiDijkstra,182,31,1,111.00,0.952808,0.844661,112.00
4,22,RBFS,33811,31,1,112.00,0.855157,0.702446,112.00
4,22,IDA*,10000021,0,0,NA,0.985672,1.000000,112.00
4,22,AlphaBeta,148,5,1,NA,0.780429,1.000000,112.00
4,22,NoisyPrune(p=0.3),228,0,0,NA,0.991998,1.000000,112.00
4,22,NoisyPrune(p=0.6),203,31,1,150.00,0.986293,0.518616,112.00
4,23,BFS,218,31,1,171.00,1.000000,1.000000,130.00
4,23,Dijkstra,218,31,1,130.00,0.966705,0.703272,130.00
4,23,A*,218,31,1,130.00,0.985371,0.703272,130.00
4,23,WA*(1.5),218,31,1,130.00,0.988789,0.792308,130.00
4,23,WA*(2.0),218,31,1,130.00,0.991699,0.849684,130.00
4,23,GBFS,37,35,1,199.00,0.994286,0.157549,130.00
4,23,BiDijkstra,171,31,1,123.00,0.951576,0.722718,130.00
4,23,RBFS,65566,31,1,130.00,0.852308,0.703272,130.00
4,23,IDA*,10000020,0,0,NA,0.988954,1.000000,130.00
4,23,AlphaBeta,197,5,1,NA,0.886146,1.000000,130.00
4,23,NoisyPrune(p=0.3),215,31,1,145.00,0.991526,0.648908,130.00
4,23,NoisyPrune(p=0.6),204,31,1,202.00,0.985342,0.402459,130.00
4,24,BFS,229,31,1,175.00,1.000000,1.000000,134.00
4,24,Dijkstra,229,31,1,134.00,0.963317,0.674680,134.00
4,24,A*,228,31,1,134.00,0.982292,0.674680,134.00
4,24,WA*(1.5),228,31,1,134.00,0.986298,0.782704,134.00
4,24,WA*(2.0),228,31,1,134.00,0.990514,0.856305,134.00
4,24,GBFS,55,39,1,195.00,0.960987,0.164693,134.00
4,24,BiDijkstra,150,31,1,131.00,0.945898,0.832478,134.00
4,24,RBFS,61176,31,1,134.00,0.851725,0.674680,134.00
4,24,IDA*,10000015,0,0,NA,0.989747,1.000000,134.00
4,24,AlphaBeta,187,5,1,NA,0.868030,1.000000,134.00
4,24,NoisyPrune(p=0.3),224,31,1,145.00,0.993159,0.613141,134.00
4,24,NoisyPrune(p=0.6),208,33,1,195.00,0.987109,0.382672,134.00
4,25,BFS,216,31,1,189.00,1.000000,1.000000,104.00
4,25,Dijkstra,208,33,1,104.00,0.967787,0.746738,104.00
4,25,A*,189,33,1,104.00,0.981812,0.746738,104.00
4,25,WA*(1.5),168,33,1,104.00,0.984700,0.849784,104.00
4,25,WA*(2.0),147,33,1,104.00,0.985817,0.909197,104.00
4,25,GBFS,41,35,1,201.00,0.987237,0.243068,104.00
4,25,BiDijkstra,109,33,1,100.00,0.940819,0.884040,104.00
4,25,RBFS,20059,33,1,104.00,0.882931,0.746738,104.00
4,25,IDA*,2081027,33,1,104.00,0.989539,0.746738,104.00
4,25,AlphaBeta,152,5,1,NA,0.740002,1.000000,104.00
4,25,NoisyPrune(p=0.3),184,33,1,111.00,0.994516,0.692181,104.00
4,25,NoisyPrune(p=0.6),105,35,1,214.00,0.984304,0.394781,104.00
4,26,BFS,220,31,1,160.00,1.000000,1.000000,118.00
4,26,Dijkstra,219,33,1,118.00,0.956841,0.690536,118.00
4,26,A*,216,33,1,118.00,0.981555,0.691604,118.00
4,26,WA*(1.5),213,33,1,118.00,0.984368,0.757032,118.00
4,26,WA*(2.0),210,33,1,118.00,0.987047,0.801810,118.00
4,26,GBFS,31,31,1,160.00,1.000000,0.066784,118.00
4,26,BiDijkstra,185,33,1,120.00,0.939333,0.783436,118.00
4,26,RBFS,80391,33,1,118.00,0.834999,0.691604,118.00
4,26,IDA*,10000020,0,0,NA,0.988762,1.000000,118.00
4,26,AlphaBeta,185,5,1,NA,0.769294,1.000000,118.00
4,26,NoisyPrune(p=0.3),211,35,1,142.00,0.989321,0.603367,118.00
4,26,NoisyPrune(p=0.6),205,0,0,NA,0.987776,1.000000,118.00
4,27,BFS,224,31,1,158.00,1.000000,1.000000,113.00
4,27,Dijkstra,218,31,1,113.00,0.965011,0.734386,113.00
4,27,A*,211,31,1,113.00,0.982921,0.734386,113.00
4,27,WA*(1.5),207,31,1,113.00,0.985956,0.817357,113.00
4,27,WA*(2.0),201,31,1,113.00,0.987447,0.852466,113.00
4,27,GBFS,34,31,1,158.00,1.000000,0.115172,113.00
4,27,BiDijkstra,158,31,1,113.00,0.954492,0.822604,113.00
4,27,RBFS,36936,31,1,113.00,0.868218,0.734386,113.00
4,27,IDA*,10000017,0,0,NA,0.988261,1.000000,113.00
4,27,AlphaBeta,260,5,1,NA,0.868578,1.000000,113.00
4,27,NoisyPrune(p=0.3),217,31,1,149.00,0.992979,0.637369,113.00
4,27,NoisyPrune(p=0.6),208,37,1,197.00,0.985711,0.360966,113.00
4,28,BFS,222,31,1,170.00,1.000000,1.000000,111.00
4,28,Dijkstra,221,33,1,111.00,0.966682,0.635277,111.00
4,28,A*,221,33,1,111.00,0.982363,0.657183,111.00
4,28,WA*(1.5),219,33,1,111.00,0.984321,0.756910,111.00
4,28,WA*(2.0),213,33,1,111.00,0.985138,0.817067,111.00
4,28,GBFS,36,35,1,175.00,0.990043,0.185879,111.00
4,28,BiDijkstra,140,33,1,104.00,0.958872,0.820588,111.00
4,28,RBFS,39885,33,1,111.00,0.871515,0.635277,111.00
4,28,IDA*,10000021,0,0,NA,0.985751,1.000000,111.00
4,28,AlphaBeta,171,5,1,NA,0.738712,1.000000,111.00
4,28,NoisyPrune(p=0.3),218,0,0,NA,0.992791,1.000000,111.00
4,28,NoisyPrune(p=0.6),200,0,0,NA,0.987476,1.000000,111.00
4,29,BFS,217,31,1,191.00,1.000000,1.000000,133.00
4,29,Dijkstra,215,31,1,133.00,0.966155,0.631925,133.00
4,29,A*,215,31,1,133.00,0.984324,0.631925,133.00
4,29,WA*(1.5),214,31,1,133.00,0.988298,0.716306,133.00
4,29,WA*(2.0),212,31,1,133.00,0.990095,0.770517,133.00
4,29,GBFS,38,31,1,191.00,1.000000,0.107898,133.00
4,29,BiDijkstra,161,31,1,133.00,0.947371,0.737188,133.00
4,29,RBFS,68504,31,1,133.00,0.834351,0.631925,133.00
4,29,IDA*,10000012,0,0,NA,0.990003,1.000000,133.00
4,29,AlphaBeta,153,5,1,NA,0.699551,1.000000,133.00
4,29,NoisyPrune(p=0.3),212,0,0,NA,0.992052,1.000000,133.00
4,29,NoisyPrune(p=0.6),192,0,0,NA,0.988970,1.000000,133.00
6,0,BFS,498,47,1,257.00,1.000000,1.000000,192.00
6,0,Dijkstra,496,47,1,192.00,0.977884,0.657779,192.00
6,0,A*,496,47,1,192.00,0.990733,0.657779,192.00
6,0,WA*(1.5),496,47,1,192.00,0.993519,0.758792,192.00
6,0,WA*(2.0),496,47,1,192.00,0.994862,0.813430,192.00
6,0,GBFS,63,57,1,327.00,0.987674,0.230691,192.00
6,0,BiDijkstra,346,47,1,186.00,0.969298,0.754860,192.00
6,0,RBFS,445765,47,1,192.00,0.840351,0.657779,192.00
6,0,IDA*,10000015,0,0,NA,0.991290,1.000000,192.00
6,0,AlphaBeta,1693,7,1,NA,0.799457,1.000000,192.00
6,0,NoisyPrune(p=0.3),491,49,1,215.00,0.994780,0.594879,192.00
6,0,NoisyPrune(p=0.6),477,53,1,291.00,0.991417,0.470202,192.00
6,1,BFS,492,47,1,272.00,1.000000,1.000000,195.00
6,1,Dijkstra,492,47,1,195.00,0.975962,0.681719,195.00
6,1,A*,492,47,1,195.00,0.988234,0.681719,195.00
6,1,WA*(1.5),488,47,1,195.00,0.990422,0.769056,195.00
6,1,WA*(2.0),480,47,1,195.00,0.991520,0.838156,195.00
6,1,GBFS,58,53,1,307.00,0.994702,0.211393,195.00
6,1,BiDijkstra,373,47,1,190.00,0.964187,0.770873,195.00
6,1,RBFS,425626,47,1,195.00,0.850895,0.681719,195.00
6,1,IDA*,10000021,0,0,NA,0.989099,1.000000,195.00
6,1,AlphaBeta,2099,7,1,NA,0.840144,1.000000,195.00
6,1,NoisyPrune(p=0.3),475,47,1,210.00,0.994691,0.588403,195.00
6,1,NoisyPrune(p=0.6),470,49,1,260.00,0.990734,0.537521,195.00
6,2,BFS,507,47,1,264.00,1.000000,1.000000,173.00
6,2,Dijkstra,505,49,1,173.00,0.968394,0.616825,173.00
6,2,A*,505,49,1,173.00,0.985656,0.616825,173.00
6,2,WA*(1.5),504,49,1,173.00,0.989288,0.725935,173.00
6,2,WA*(2.0),499,49,1,173.00,0.990556,0.807903,173.00
6,2,GBFS,54,49,1,305.00,1.000000,0.022256,173.00
6,2,BiDijkstra,404,49,1,174.00,0.952922,0.697515,173.00
6,2,RBFS,323315,49,1,173.00,0.852501,0.616825,173.00
6,2,IDA*,10000025,0,0,NA,0.990192,1.000000,173.00
6,2,AlphaBeta,1657,7,1,NA,0.832932,1.000000,173.00
