depth,trial,alg,N,U,found,cost,deltaS_mean,deltaD,optCost
10,13,BFS,1386,79,1,474.00,1.000000,1.000000,283.00
10,13,Dijkstra,1386,79,1,283.00,0.983961,0.683325,283.00
10,13,A*,1385,79,1,283.00,0.992580,0.683325,283.00
10,13,WA*(1.5),1365,79,1,283.00,0.994308,0.764971,283.00
10,13,WA*(2.0),1276,79,1,283.00,0.995006,0.820035,283.00
10,13,GBFS,92,87,1,499.00,0.991975,0.134370,283.00
10,13,BiDijkstra,972,79,1,276.00,0.974014,0.823497,283.00
10,13,RBFS,2000000,0,0,NA,0.867042,1.000000,283.00
10,13,IDA*,10000022,0,0,NA,0.992617,1.000000,283.00
10,13,AlphaBeta,95971,11,1,NA,0.835971,1.000000,283.00
10,13,NoisyPrune(p=0.3),1370,79,1,329.00,0.996670,0.616258,283.00
10,13,NoisyPrune(p=0.6),1310,81,1,446.00,0.994234,0.452106,283.00
10,14,BFS,1359,79,1,459.00,1.000000,1.000000,317.00
10,14,Dijkstra,1358,79,1,317.00,0.986395,0.695944,317.00
10,14,A*,1358,79,1,317.00,0.993409,0.728922,317.00
10,14,WA*(1.5),1357,79,1,317.00,0.994895,0.805883,317.00
10,14,WA*(2.0),1357,79,1,317.00,0.995756,0.884211,317.00
10,14,GBFS,91,87,1,524.00,0.998395,0.165066,317.00
10,14,BiDijkstra,1099,79,1,311.00,0.979864,0.793088,317.00
10,14,RBFS,2000000,0,0,NA,0.866336,1.000000,317.00
10,14,IDA*,10000015,0,0,NA,0.993369,1.000000,317.00
10,14,AlphaBeta,90677,11,1,NA,0.827877,1.000000,317.00
10,14,NoisyPrune(p=0.3),1351,81,1,363.00,0.996425,0.599897,317.00
10,14,NoisyPrune(p=0.6),1256,0,0,NA,0.994872,1.000000,317.00
10,15,BFS,1358,79,1,451.00,1.000000,1.000000,313.00
10,15,Dijkstra,1353,79,1,313.00,0.984050,0.701455,313.00
10,15,A*,1351,79,1,313.00,0.992668,0.701455,313.00
10,15,WA*(1.5),1350,79,1,313.00,0.994036,0.795078,313.00
10,15,WA*(2.0),1350,79,1,313.00,0.994757,0.852883,313.00
10,15,GBFS,87,85,1,494.00,0.997585,0.204344,313.00
10,15,BiDijkstra,1149,79,1,311.00,0.976883,0.792450,313.00
10,15,RBFS,2000000,0,0,NA,0.856856,1.000000,313.00
10,15,IDA*,10000012,0,0,NA,0.991844,1.000000,313.00
10,15,AlphaBeta,78305,11,1,NA,0.824954,1.000000,313.00
10,15,NoisyPrune(p=0.3),1327,81,1,330.00,0.996639,0.663136,313.00
10,15,NoisyPrune(p=0.6),1266,0,0,NA,0.994264,1.000000,313.00
10,16,BFS,1353,79,1,420.00,1.000000,1.000000,287.00
10,16,Dijkstra,1352,81,1,287.00,0.984743,0.635523,287.00
10,16,A*,1349,81,1,287.00,0.992118,0.635523,287.00
10,16,WA*(1.5),1345,81,1,287.00,0.993495,0.763373,287.00
10,16,WA*(2.0),1316,81,1,287.00,0.994320,0.834846,287.00
10,16,GBFS,110,93,1,482.00,0.991864,0.125616,287.00
10,16,BiDijkstra,942,81,1,280.00,0.975077,0.803319,287.00
10,16,RBFS,2000000,0,0,NA,0.867543,1.000000,287.00
10,16,IDA*,10000019,0,0,NA,0.991138,1.000000,287.00
10,16,AlphaBeta,106037,11,1,NA,0.827622,1.000000,287.00
10,16,NoisyPrune(p=0.3),1281,79,1,316.00,0.996590,0.564010,287.00
10,16,NoisyPrune(p=0.6),1286,85,1,411.00,0.994310,0.527464,287.00
10,17,BFS,1374,79,1,436.00,1.000000,1.000000,290.00
10,17,Dijkstra,1374,79,1,290.00,0.983711,0.644664,290.00
10,17,A*,1374,79,1,290.00,0.991536,0.647264,290.00
10,17,WA*(1.5),1374,79,1,290.00,0.993073,0.765156,290.00
10,17,WA*(2.0),1371,79,1,290.00,0.993776,0.831833,290.00
10,17,GBFS,86,83,1,438.00,1.000000,0.150492,290.00
10,17,BiDijkstra,974,79,1,289.00,0.976043,0.748349,290.00
10,17,RBFS,2000000,0,0,NA,0.877299,1.000000,290.00
10,17,IDA*,10000027,0,0,NA,0.992638,1.000000,290.00
10,17,AlphaBeta,99970,11,1,NA,0.829361,1.000000,290.00
10,17,NoisyPrune(p=0.3),1356,79,1,341.00,0.996336,0.623844,290.00
10,17,NoisyPrune(p=0.6),1307,79,1,401.00,0.993862,0.480649,290.00
10,18,BFS,1362,79,1,423.00,1.000000,1.000000,274.00
10,18,Dijkstra,1352,81,1,274.00,0.983651,0.654176,274.00
10,18,A*,1342,81,1,274.00,0.992053,0.641716,274.00
10,18,WA*(1.5),1335,81,1,274.00,0.993466,0.759114,274.00
10,18,WA*(2.0),1301,81,1,274.00,0.994317,0.819015,274.00
10,18,GBFS,101,87,1,450.00,0.997797,0.067588,274.00
10,18,BiDijkstra,921,81,1,269.00,0.974176,0.768958,274.00
10,18,RBFS,2000000,0,0,NA,0.867821,1.000000,274.00
10,18,IDA*,10000022,0,0,NA,0.993168,1.000000,274.00
10,18,AlphaBeta,89963,11,1,NA,0.826851,1.000000,274.00
10,18,NoisyPrune(p=0.3),1319,81,1,329.00,0.996651,0.610706,274.00
10,18,NoisyPrune(p=0.6),2,0,0,NA,0.970944,1.000000,274.00
10,19,BFS,1366,79,1,452.00,1.000000,1.000000,292.00
10,19,Dijkstra,1365,81,1,292.00,0.983812,0.704026,292.00
10,19,A*,1365,81,1,292.00,0.992048,0.704374,292.00
10,19,WA*(1.5),1365,81,1,292.00,0.993743,0.805523,292.00
10,19,WA*(2.0),1359,81,1,292.00,0.994422,0.864336,292.00
10,19,GBFS,106,81,1,450.00,0.997664,0.158349,292.00
10,19,BiDijkstra,1013,81,1,292.00,0.975617,0.800424,292.00
10,19,RBFS,2000000,0,0,NA,0.862547,1.000000,292.00
10,19,IDA*,10000022,0,0,NA,0.992929,1.000000,292.00
10,19,AlphaBeta,77051,11,1,NA,0.831174,1.000000,292.00
10,19,NoisyPrune(p=0.3),1341,79,1,343.00,0.996548,0.671110,292.00
10,19,NoisyPrune(p=0.6),1284,0,0,NA,0.994620,1.000000,292.00
10,20,BFS,1380,79,1,390.00,1.000000,1.000000,291.00
10,20,Dijkstra,1380,79,1,291.00,0.984046,0.746902,291.00
10,20,A*,1380,79,1,291.00,0.992502,0.743960,291.00
10,20,WA*(1.5),1374,79,1,291.00,0.993880,0.832452,291.00
10,20,WA*(2.0),1350,79,1,291.00,0.994599,0.878096,291.00
10,20,GBFS,99,91,1,482.00,0.994204,0.070128,291.00
10,20,BiDijkstra,1102,79,1,288.00,0.976531,0.810413,291.00
10,20,RBFS,2000000,0,0,NA,0.859552,1.000000,291.00
10,20,IDA*,10000022,0,0,NA,0.991731,1.000000,291.00
10,20,AlphaBeta,104403,11,1,NA,0.834233,1.000000,291.00
10,20,NoisyPrune(p=0.3),1366,81,1,343.00,0.996696,0.615343,291.00
10,20,NoisyPrune(p=0.6),1316,0,0,NA,0.994399,1.000000,291.00
10,21,BFS,1377,79,1,430.00,1.000000,1.000000,281.00
10,21,Dijkstra,1377,79,1,281.00,0.983416,0.771819,281.00
10,21,A*,1374,79,1,281.00,0.992016,0.771819,281.00
10,21,WA*(1.5),1370,79,1,281.00,0.993637,0.867378,281.00
10,21,WA*(2.0),1315,79,1,281.00,0.994406,0.910592,281.00
10,21,GBFS,96,91,1,521.00,0.997543,0.078789,281.00
10,21,BiDijkstra,924,79,1,284.00,0.972385,0.833372,281.00
10,21,RBFS,2000000,0,0,NA,0.870789,1.000000,281.00
10,21,IDA*,10000021,0,0,NA,0.991981,1.000000,281.00
10,21,AlphaBeta,67041,11,1,NA,0.828445,1.000000,281.00
10,21,NoisyPrune(p=0.3),1358,79,1,345.00,0.997002,0.624366,281.00
10,21,NoisyPrune(p=0.6),63,0,0,NA,0.987500,1.000000,281.00
10,22,BFS,1375,79,1,447.00,1.000000,1.000000,278.00
10,22,Dijkstra,1370,79,1,278.00,0.983135,0.639241,278.00
10,22,A*,1367,79,1,278.00,0.992391,0.639241,278.00
10,22,WA*(1.5),1356,79,1,278.00,0.993855,0.738752,278.00
10,22,WA*(2.0),1288,79,1,278.00,0.994713,0.801101,278.00
10,22,GBFS,87,85,1,476.00,0.998078,0.127893,278.00
10,22,BiDijkstra,966,79,1,278.00,0.973255,0.775126,278.00
10,22,RBFS,2000000,0,0,NA,0.860122,1.000000,278.00
10,22,IDA*,10000022,0,0,NA,0.990800,1.000000,278.00
10,22,AlphaBeta,106960,11,1,NA,0.830159,1.000000,278.00
10,22,NoisyPrune(p=0.3),1352,81,1,321.00,0.996429,0.514785,278.00
10,22,NoisyPrune(p=0.6),1295,81,1,390.00,0.993945,0.465708,278.00
10,23,BFS,1372,79,1,434.00,1.000000,1.000000,290.00
10,23,Dijkstra,1372,79,1,290.00,0.981895,0.718058,290.00
10,23,A*,1372,79,1,290.00,0.991983,0.718058,290.00
10,23,WA*(1.5),1372,79,1,290.00,0.993839,0.825734,290.00
10,23,WA*(2.0),1356,79,1,290.00,0.994622,0.878026,290.00
10,23,GBFS,105,95,1,569.00,0.983006,0.155425,290.00
10,23,BiDijkstra,937,79,1,283.00,0.970944,0.824633,290.00
10,23,RBFS,2000000,0,0,NA,0.858616,1.000000,290.00
10,23,IDA*,10000015,0,0,NA,0.991706,1.000000,290.00
10,23,AlphaBeta,67698,11,1,NA,0.825041,1.000000,290.00
10,23,NoisyPrune(p=0.3),1364,83,1,374.00,0.996718,0.585769,290.00
10,23,NoisyPrune(p=0.6),1327,85,1,462.00,0.994651,0.461285,290.00
10,24,BFS,1379,79,1,425.00,1.000000,1.000000,288.00
10,24,Dijkstra,1377,79,1,288.00,0.983797,0.698218,288.00
10,24,A*,1356,79,1,288.00,0.992828,0.698218,288.00
10,24,WA*(1.5),1317,79,1,288.00,0.994367,0.788023,288.00
10,24,WA*(2.0),1232,79,1,288.00,0.995052,0.847373,288.00
10,24,GBFS,108,95,1,545.00,0.990285,0.049202,288.00
10,24,BiDijkstra,1052,79,1,284.00,0.973287,0.803394,288.00
10,24,RBFS,2000000,0,0,NA,0.865400,1.000000,288.00
10,24,IDA*,10000030,0,0,NA,0.993834,1.000000,288.00
10,24,AlphaBeta,87142,11,1,NA,0.830108,1.000000,288.00
10,24,NoisyPrune(p=0.3),1362,83,1,333.00,0.996440,0.665795,288.00
10,24,NoisyPrune(p=0.6),1317,79,1,422.00,0.994025,0.531005,288.00
10,25,BFS,1358,79,1,430.00,1.000000,1.000000,276.00
10,25,Dijkstra,1356,81,1,276.00,0.984709,0.817254,276.00
10,25,A*,1339,81,1,276.00,0.992961,0.819422,276.00
10,25,WA*(1.5),1316,81,1,276.00,0.994473,0.896270,276.00
10,25,WA*(2.0),1220,79,1,278.00,0.995658,0.915091,276.00
10,25,GBFS,91,85,1,475.00,1.000000,0.194526,276.00
10,25,BiDijkstra,950,81,1,276.00,0.974778,0.806420,276.00
10,25,RBFS,2000000,0,0,NA,0.863471,1.000000,276.00
10,25,IDA*,10000016,0,0,NA,0.990063,1.000000,276.00
10,25,AlphaBeta,83474,11,1,NA,0.829228,1.000000,276.00
10,25,NoisyPrune(p=0.3),1349,0,0,NA,0.996649,1.000000,276.00
10,25,NoisyPrune(p=0.6),1284,0,0,NA,0.993937,1.000000,276.00
10,26,BFS,1360,79,1,465.00,1.000000,1.000000,299.00
10,26,Dijkstra,1359,79,1,299.00,0.984364,0.772606,299.00
10,26,A*,1358,79,1,299.00,0.992898,0.772606,299.00
10,26,WA*(1.5),1357,79,1,299.00,0.994439,0.844443,299.00
10,26,WA*(2.0),1354,79,1,299.00,0.995113,0.885425,299.00
10,26,GBFS,86,81,1,483.00,1.000000,0.084878,299.00
10,26,BiDijkstra,931,79,1,298.00,0.976632,0.864751,299.00
10,26,RBFS,2000000,0,0,NA,0.866472,1.000000,299.00
10,26,IDA*,10000028,0,0,NA,0.992620,1.000000,299.00
10,26,AlphaBeta,68328,11,1,NA,0.823426,1.000000,299.00
10,26,NoisyPrune(p=0.3),1345,85,1,353.00,0.996521,0.614799,299.00
10,26,NoisyPrune(p=0.6),3,0,0,NA,0.969947,1.000000,299.00
10,27,BFS,1360,79,1,449.00,1.000000,1.000000,319.00
10,27,Dijkstra,1357,79,1,319.00,0.984667,0.691520,319.00
10,27,A*,1350,79,1,319.00,0.992916,0.691520,319.00
10,27,WA*(1.5),1342,79,1,319.00,0.994511,0.812545,319.00
10,27,WA*(2.0),1334,79,1,319.00,0.995361,0.890924,319.00
10,27,GBFS,88,81,1,444.00,1.000000,0.178668,319.00
10,27,BiDijkstra,1048,79,1,317.00,0.976361,0.785688,319.00
10,27,RBFS,2000000,0,0,NA,0.872147,1.000000,319.00
10,27,IDA*,10000026,0,0,NA,0.994489,1.000000,319.00
10,27,AlphaBeta,91217,11,1,NA,0.829329,1.000000,319.00
10,27,NoisyPrune(p=0.3),1339,83,1,377.00,0.996646,0.599848,319.00
10,27,NoisyPrune(p=0.6),1323,0,0,NA,0.994622,1.000000,319.00
10,28,BFS,1371,79,1,421.00,1.000000,1.000000,297.00
10,28,Dijkstra,1370,83,1,297.00,0.981707,0.659614,297.00
10,28,A*,1368,83,1,297.00,0.992731,0.708755,297.00
10,28,WA*(1.5),1367,83,1,297.00,0.994566,0.769722,297.00
10,28,WA*(2.0),1362,83,1,297.00,0.995483,0.866208,297.00
10,28,GBFS,106,97,1,571.00,0.993350,0.104268,297.00
10,28,BiDijkstra,1103,83,1,295.00,0.973559,0.752781,297.00
10,28,RBFS,2000000,0,0,NA,0.863501,1.000000,297.00
10,28,IDA*,10000014,0,0,NA,0.993528,1.000000,297.00
10,28,AlphaBeta,90644,11,1,NA,0.826060,1.000000,297.00
10,28,NoisyPrune(p=0.3),1358,79,1,318.00,0.996443,0.683966,297.00
10,28,NoisyPrune(p=0.6),1280,83,1,431.00,0.994051,0.448140,297.00
10,29,BFS,1387,79,1,496.00,1.000000,1.000000,298.00
10,29,Dijkstra,1387,81,1,298.00,0.982548,0.640868,298.00
10,29,A*,1387,81,1,298.00,0.992169,0.640868,298.00
10,29,WA*(1.5),1387,83,1,298.00,0.993800,0.759253,298.00
10,29,WA*(2.0),1385,81,1,298.00,0.994691,0.820884,298.00
10,29,GBFS,84,81,1,475.00,1.000000,0.135136,298.00
10,29,BiDijkstra,959,81,1,290.00,0.973032,0.775731,298.00
10,29,RBFS,2000000,0,0,NA,0.863187,1.000000,298.00
10,29,IDA*,10000016,0,0,NA,0.992627,1.000000,298.00
10,29,AlphaBeta,77308,11,1,NA,0.834257,1.000000,298.00
10,29,NoisyPrune(p=0.3),1380,79,1,356.00,0.996363,0.553157,298.00
10,29,NoisyPrune(p=0.6),1311,0,0,NA,0.994311,1.000000,298.00
12,0,BFS,1989,95,1,507.00,1.000000,1.000000,352.00
12,0,Dijkstra,1989,97,1,352.00,0.986341,0.636223,352.00
12,0,A*,1989,97,1,352.00,0.993524,0.636223,352.00
12,0,WA*(1.5),1989,97,1,352.00,0.994847,0.749759,352.00
12,0,WA*(2.0),1989,97,1,352.00,0.995583,0.825417,352.00
12,0,GBFS,120,107,1,582.00,0.995151,0.114746,352.00
12,0,BiDijkstra,1491,97,1,349.00,0.979273,0.719695,352.00
12,0,RBFS,2000000,0,0,NA,0.879468,1.000000,352.00
12,0,IDA*,10000030,0,0,NA,0.993975,1.000000,352.00
12,0,AlphaBeta,474368,13,1,NA,0.828693,1.000000,352.00
12,0,NoisyPrune(p=0.3),1978,101,1,435.00,0.997484,0.533736,352.00
12,0,NoisyPrune(p=0.6),1921,105,1,515.00,0.994989,0.467552,352.00
12,1,BFS,1996,95,1,512.00,1.000000,1.000000,360.00
12,1,Dijkstra,1994,95,1,360.00,0.986903,0.674538,360.00
12,1,A*,1992,95,1,360.00,0.993598,0.674538,360.00
12,1,WA*(1.5),1990,95,1,360.00,0.994797,0.764194,360.00
12,1,WA*(2.0),1987,95,1,360.00,0.995406,0.824645,360.00
12,1,GBFS,121,111,1,608.00,0.993026,0.162948,360.00
12,1,BiDijkstra,1510,95,1,359.00,0.980853,0.780345,360.00
12,1,RBFS,2000000,0,0,NA,0.874295,1.000000,360.00
12,1,IDA*,10000026,0,0,NA,0.992320,1.000000,360.00
12,1,AlphaBeta,434107,13,1,NA,0.828303,1.000000,360.00
12,1,NoisyPrune(p=0.3),1980,99,1,420.00,0.997072,0.650033,360.00
12,1,NoisyPrune(p=0.6),1914,103,1,501.00,0.994937,0.459950,360.00
12,2,BFS,1976,95,1,532.00,1.000000,1.000000,383.00
12,2,Dijkstra,1974,97,1,383.00,0.987837,0.746203,383.00
12,2,A*,1973,99,1,383.00,0.994122,0.699271,383.00
12,2,WA*(1.5),1969,99,1,383.00,0.995245,0.853698,383.00
12,2,WA*(2.0),1967,99,1,383.00,0.995833,0.843235,383.00
12,2,GBFS,108,105,1,569.00,1.000000,0.133228,383.00
12,2,BiDijkstra,1558,97,1,377.00,0.983213,0.839485,383.00
12,2,RBFS,2000000,0,0,NA,0.879174,1.000000,383.00
12,2,IDA*,10000034,0,0,NA,0.994127,1.000000,383.00
12,2,AlphaBeta,505415,13,1,NA,0.829016,1.000000,383.00
12,2,NoisyPrune(p=0.3),1969,101,1,447.00,0.997285,0.569247,383.00
12,2,NoisyPrune(p=0.6),1888,0,0,NA,0.995479,1.000000,383.00
12,3,BFS,1969,95,1,547.00,1.000000,1.000000,340.00
12,3,Dijkstra,1965,95,1,340.00,0.986560,0.727988,340.00
12,3,A*,1961,95,1,340.00,0.993530,0.712821,340.00
12,3,WA*(1.5),1938,95,1,340.00,0.994806,0.817178,340.00
12,3,WA*(2.0),1858,95,1,340.00,0.995471,0.884851,340.00
12,3,GBFS,103,101,1,565.00,1.000000,0.126544,340.00
12,3,BiDijkstra,1503,95,1,344.00,0.979446,0.823920,340.00
12,3,RBFS,2000000,0,0,NA,0.874675,1.000000,340.00
12,3,IDA*,10000028,0,0,NA,0.993631,1.000000,340.00
12,3,AlphaBeta,435784,13,1,NA,0.826400,1.000000,340.00
12,3,NoisyPrune(p=0.3),1951,95,1,400.00,0.997308,0.558062,340.00
12,3,NoisyPrune(p=0.6),1910,0,0,NA,0.995803,1.000000,340.00
12,4,BFS,1964,95,1,480.00,1.000000,1.000000,331.00
12,4,Dijkstra,1964,95,1,331.00,0.985211,0.653207,331.00
12,4,A*,1962,95,1,331.00,0.993711,0.658742,331.00
12,4,WA*(1.5),1959,95,1,331.00,0.995059,0.760248,331.00
12,4,WA*(2.0),1870,95,1,333.00,0.995677,0.826895,331.00
12,4,GBFS,115,103,1,556.00,0.998670,0.037253,331.00
12,4,BiDijkstra,1403,95,1,327.00,0.976235,0.781173,331.00
12,4,RBFS,2000000,0,0,NA,0.871831,1.000000,331.00
12,4,IDA*,10000017,0,0,NA,0.993850,1.000000,331.00
12,4,AlphaBeta,444154,13,1,NA,0.829501,1.000000,331.00
12,4,NoisyPrune(p=0.3),1949,103,1,416.00,0.997219,0.557644,331.00
12,4,NoisyPrune(p=0.6),1902,0,0,NA,0.995358,1.000000,331.00
12,5,BFS,1968,95,1,542.00,1.000000,1.000000,370.00
12,5,Dijkstra,1967,95,1,370.00,0.987299,0.606645,370.00
12,5,A*,1967,95,1,370.00,0.993835,0.606645,370.00
12,5,WA*(1.5),1967,95,1,370.00,0.995142,0.715756,370.00
12,5,WA*(2.0),1963,95,1,370.00,0.995828,0.791454,370.00
12,5,GBFS,101,99,1,527.00,1.000000,0.184713,370.00
12,5,BiDijkstra,1562,95,1,368.00,0.980277,0.718468,370.00
12,5,RBFS,2000000,0,0,NA,0.884122,1.000000,370.00
12,5,IDA*,10000016,0,0,NA,0.992831,1.000000,370.00
12,5,AlphaBeta,504770,13,1,NA,0.829133,1.000000,370.00
12,5,NoisyPrune(p=0.3),1952,97,1,443.00,0.996968,0.536970,370.00
12,5,NoisyPrune(p=0.6),1880,0,0,NA,0.995641,1.000000,370.00
12,6,BFS,1992,95,1,514.00,1.000000,1.000000,331.00
12,6,Dijkstra,1991,95,1,331.00,0.987230,0.771684,331.00
12,6,A*,1988,95,1,331.00,0.993939,0.771684,331.00
12,6,WA*(1.5),1962,95,1,331.00,0.995015,0.882567,331.00
12,6,WA*(2.0),1821,95,1,331.00,0.995530,0.935116,331.00
12,6,GBFS,105,101,1,590.00,0.999075,0.143327,331.00
12,6,BiDijkstra,1299,95,1,326.00,0.979277,0.845086,331.00
12,6,RBFS,2000000,0,0,NA,0.887852,1.000000,331.00
12,6,IDA*,10000022,0,0,NA,0.994303,1.000000,331.00
12,6,AlphaBeta,341571,13,1,NA,0.829775,1.000000,331.00
12,6,NoisyPrune(p=0.3),1987,97,1,417.00,0.997423,0.641471,331.00
12,6,NoisyPrune(p=0.6),5,0,0,NA,0.979213,1.000000,331.00
12,7,BFS,1960,95,1,478.00,1.000000,1.000000,345.00
12,7,Dijkstra,1957,97,1,345.00,0.985313,0.692129,345.00
12,7,A*,1956,97,1,345.00,0.993724,0.694549,345.00
12,7,WA*(1.5),1950,97,1,345.00,0.995165,0.793514,345.00
12,7,WA*(2.0),1944,99,1,345.00,0.995894,0.867347,345.00
12,7,GBFS,118,111,1,536.00,0.995901,0.070362,345.00
12,7,BiDijkstra,1487,97,1,343.00,0.976886,0.758728,345.00
12,7,RBFS,2000000,0,0,NA,0.873573,1.000000,345.00
12,7,IDA*,10000024,0,0,NA,0.990973,1.000000,345.00
12,7,AlphaBeta,480496,13,1,NA,0.827112,1.000000,345.00
12,7,NoisyPrune(p=0.3),1945,101,1,407.00,0.996913,0.575252,345.00
12,7,NoisyPrune(p=0.6),1854,0,0,NA,0.994863,1.000000,345.00
12,8,BFS,1953,95,1,491.00,1.000000,1.000000,326.00
12,8,Dijkstra,1942,101,1,326.00,0.986529,0.709022,326.00
12,8,A*,1927,101,1,326.00,0.993451,0.709022,326.00
12,8,WA*(1.5),1875,101,1,326.00,0.994552,0.801935,326.00
12,8,WA*(2.0),1752,101,1,327.00,0.995102,0.847153,326.00
12,8,GBFS,140,123,1,672.00,0.990307,0.131980,326.00
12,8,BiDijkstra,1410,95,1,328.00,0.978220,0.813868,326.00
12,8,RBFS,2000000,0,0,NA,0.878441,1.000000,326.00
12,8,IDA*,10000023,0,0,NA,0.994002,1.000000,326.00
12,8,AlphaBeta,389456,13,1,NA,0.828787,1.000000,326.00
12,8,NoisyPrune(p=0.3),1922,97,1,407.00,0.997024,0.561263,326.00
12,8,NoisyPrune(p=0.6),21,0,0,NA,0.988187,1.000000,326.00
12,9,BFS,1963,95,1,530.00,1.000000,1.000000,369.00
12,9,Dijkstra,1963,95,1,369.00,0.986721,0.746387,369.00
12,9,A*,1962,95,1,369.00,0.993722,0.746387,369.00
12,9,WA*(1.5),1962,95,1,369.00,0.994988,0.842765,369.00
12,9,WA*(2.0),1962,95,1,369.00,0.995711,0.891363,369.00
12,9,GBFS,116,111,1,663.00,0.995946,0.072652,369.00
12,9,BiDijkstra,1462,95,1,365.00,0.979829,0.805958,369.00
12,9,RBFS,2000000,0,0,NA,0.871931,1.000000,369.00
12,9,IDA*,10000025,0,0,NA,0.992077,1.000000,369.00
12,9,AlphaBeta,415726,13,1,NA,0.826828,1.000000,369.00
12,9,NoisyPrune(p=0.3),1946,97,1,433.00,0.997169,0.615198,369.00
12,9,NoisyPrune(p=0.6),1866,0,0,NA,0.995059,1.000000,369.00
12,10,BFS,1990,95,1,512.00,1.000000,1.000000,359.00
12,10,Dijkstra,1990,95,1,359.00,0.986353,0.645521,359.00
12,10,A*,1990,95,1,359.00,0.993525,0.645521,359.00
12,10,WA*(1.5),1990,95,1,359.00,0.994869,0.770276,359.00
12,10,WA*(2.0),1988,95,1,359.00,0.995521,0.818349,359.00
12,10,GBFS,105,101,1,516.00,1.000000,0.127508,359.00
12,10,BiDijkstra,1551,95,1,356.00,0.980055,0.793452,359.00
12,10,RBFS,2000000,0,0,NA,0.879410,1.000000,359.00
12,10,IDA*,10000014,0,0,NA,0.991379,1.000000,359.00
12,10,AlphaBeta,565389,13,1,NA,0.829057,1.000000,359.00
12,10,NoisyPrune(p=0.3),1974,97,1,431.00,0.996964,0.585281,359.00
12,10,NoisyPrune(p=0.6),1852,95,1,446.00,0.994813,0.499372,359.00
12,11,BFS,1964,95,1,515.00,1.000000,1.000000,338.00
12,11,Dijkstra,1964,95,1,338.00,0.985745,0.638067,338.00
12,11,A*,1961,95,1,338.00,0.993462,0.641817,338.00
12,11,WA*(1.5),1956,95,1,338.00,0.994668,0.739959,338.00
12,11,WA*(2.0),1940,95,1,338.00,0.995376,0.795321,338.00
12,11,GBFS,174,119,1,666.00,0.979388,0.133829,338.00
12,11,BiDijkstra,1280,97,1,336.00,0.976037,0.705667,338.00
12,11,RBFS,2000000,0,0,NA,0.876502,1.000000,338.00
12,11,IDA*,10000019,0,0,NA,0.992927,1.000000,338.00
12,11,AlphaBeta,518224,13,1,NA,0.828247,1.000000,338.00
12,11,NoisyPrune(p=0.3),1952,97,1,425.00,0.997299,0.548510,338.00
12,11,NoisyPrune(p=0.6),1881,105,1,525.00,0.995100,0.414754,338.00
12,12,BFS,1972,95,1,554.00,1.000000,1.000000,365.00
12,12,Dijkstra,1969,95,1,365.00,0.987139,0.691475,365.00
12,12,A*,1967,95,1,365.00,0.994175,0.691517,365.00
12,12,WA*(1.5),1964,95,1,365.00,0.995311,0.771040,365.00
12,12,WA*(2.0),1941,95,1,365.00,0.996052,0.821461,365.00
12,12,GBFS,103,99,1,595.00,1.000000,0.127597,365.00
12,12,BiDijkstra,1487,95,1,366.00,0.979364,0.773310,365.00
12,12,RBFS,2000000,0,0,NA,0.872397,1.000000,365.00
12,12,IDA*,10000019,0,0,NA,0.991917,1.000000,365.00
12,12,AlphaBeta,432465,13,1,NA,0.828855,1.000000,365.00
12,12,NoisyPrune(p=0.3),1956,95,1,409.00,0.997160,0.610868,365.00
12,12,NoisyPrune(p=0.6),1859,99,1,521.00,0.995378,0.480145,365.00
12,13,BFS,1977,95,1,553.00,1.000000,1.000000,363.00
12,13,Dijkstra,1977,95,1,363.00,0.986522,0.652981,363.00
12,13,A*,1977,95,1,363.00,0.993601,0.652759,363.00
12,13,WA*(1.5),1977,95,1,363.00,0.994861,0.761284,363.00
12,13,WA*(2.0),1960,95,1,363.00,0.995410,0.835678,363.00
12,13,GBFS,116,111,1,646.00,0.997993,0.116094,363.00
12,13,BiDijkstra,1497,95,1,359.00,0.979682,0.757509,363.00
12,13,RBFS,2000000,0,0,NA,0.879188,1.000000,363.00
12,13,IDA*,10000021,0,0,NA,0.989949,1.000000,363.00
12,13,AlphaBeta,434992,13,1,NA,0.828784,1.000000,363.00
12,13,NoisyPrune(p=0.3),1967,97,1,437.00,0.997380,0.559752,363.00
12,13,NoisyPrune(p=0.6),1916,0,0,NA,0.995674,1.000000,363.00
12,14,BFS,1944,95,1,483.00,1.000000,1.000000,352.00
12,14,Dijkstra,1941,97,1,352.00,0.985888,0.664971,352.00
12,14,A*,1938,97,1,352.00,0.993416,0.664971,352.00
12,14,WA*(1.5),1937,97,1,352.00,0.994805,0.765539,352.00
12,14,WA*(2.0),1928,97,1,352.00,0.995415,0.836813,352.00
12,14,GBFS,120,111,1,578.00,0.990400,0.026455,352.00
12,14,BiDijkstra,1564,97,1,354.00,0.977653,0.733312,352.00
12,14,RBFS,2000000,0,0,NA,0.872526,1.000000,352.00
12,14,IDA*,10000021,0,0,NA,0.992619,1.000000,352.00
12,14,AlphaBeta,405517,13,1,NA,0.828794,1.000000,352.00
12,14,NoisyPrune(p=0.3),1931,0,0,NA,0.997146,1.000000,352.00
12,14,NoisyPrune(p=0.6),1770,107,1,544.00,0.995741,0.412250,352.00
12,15,BFS,1984,95,1,527.00,1.000000,1.000000,335.00
12,15,Dijkstra,1984,95,1,335.00,0.985702,0.686280,335.00
